PolicyID,CustomerID,AgentID,InsuranceType,StartDate,EndDate,PremiumAmount,PaymentFrequency,CoverageAmount,PolicyStatus,DeductibleAmount,RiskLevel,UnderwritingScore,AutoRenewal,YearMonth
POL014557,CUS002242,AGT0069,Health,10-09-2022,10-09-2023,2349.28,Monthly,22000,Expired,224.33,Low,613,FALSE,2022-09
POL014558,CUS005786,AGT0169,Life,08-02-2021,08-02-2022,156.25,Monthly,1216000,Active,25503.52,Low,426,TRUE,2021-02
POL014559,CUS008096,AGT0076,Home,06-09-2020,06-09-2021,1549.41,Quarterly,154000,Active,2727.32,Medium,352,FALSE,2020-09
POL014560,CUS005374,AGT0009,Health,23-07-2022,23-07-2023,7432.16,Annual,15000,Active,257.32,Medium,386,FALSE,2022-07
POL014561,CUS000845,AGT0062,Life,21-05-2020,21-05-2021,566.09,Monthly,376000,Active,6450.74,Medium,504,TRUE,2020-05
POL014562,CUS004382,AGT0113,Health,20-03-2023,19-03-2024,6844.89,Quarterly,94000,Active,3708.33,High,534,TRUE,2023-03
POL014563,CUS005074,AGT0146,Health,19-04-2022,19-04-2023,7893.6,Monthly,50000,Active,2297.76,High,429,TRUE,2022-04
POL014564,CUS002218,AGT0074,Home,04-09-2023,03-09-2024,1318.08,Quarterly,924000,Active,36318.19,Medium,629,FALSE,2023-09
POL014565,CUS006906,AGT0095,Auto,26-05-2023,25-05-2024,1732.18,Monthly,219000,Active,2808.72,Medium,720,TRUE,2023-05
POL014566,CUS000011,AGT0083,Travel,01-07-2024,01-07-2025,98.43,Annual,43000,Active,1969.76,Low,522,TRUE,2024-07
POL014567,CUS006678,AGT0189,Auto,04-06-2022,04-06-2023,1402.26,Quarterly,301000,Active,14436.58,Medium,824,TRUE,2022-06
POL014568,CUS004222,AGT0049,Auto,15-12-2022,15-12-2023,2088.89,Monthly,70000,Active,3105.29,Low,650,TRUE,2022-12
POL014569,CUS000483,AGT0146,Home,10-01-2022,10-01-2023,1811.74,Monthly,269000,Active,11280.59,Low,480,FALSE,2022-01
POL014570,CUS004838,AGT0034,Home,08-04-2021,08-04-2022,2965.56,Monthly,445000,Active,12777.41,Low,843,TRUE,2021-04
POL014571,CUS002027,AGT0024,Auto,25-05-2024,25-05-2025,1858.71,Monthly,179000,Active,7374.49,Low,637,TRUE,2024-05
POL014572,CUS007310,AGT0080,Travel,11-05-2022,11-05-2023,306.27,Quarterly,42000,Active,866.11,Medium,761,TRUE,2022-05
POL014573,CUS001497,AGT0189,Home,15-06-2022,15-06-2023,3359.98,Monthly,410000,Active,15546.79,Medium,803,FALSE,2022-06
POL014574,CUS006862,AGT0143,Auto,01-06-2024,01-06-2025,141.54,Quarterly,142000,Active,4429.66,Medium,692,TRUE,2024-06
POL014575,CUS000087,AGT0110,Health,26-07-2024,26-07-2025,4006.93,Quarterly,88000,Expired,907.67,Low,477,TRUE,2024-07
POL014576,CUS008386,AGT0125,Home,10-09-2021,10-09-2022,1461.17,Monthly,143000,Active,6696.96,Medium,512,TRUE,2021-09
POL014577,CUS004342,AGT0194,Travel,12-06-2021,12-06-2022,122.04,Quarterly,14000,Active,484.96,Medium,335,FALSE,2021-06
POL014578,CUS009203,AGT0018,Home,02-09-2023,01-09-2024,2269.16,Quarterly,300000,Active,3364.46,Low,361,TRUE,2023-09
POL014579,CUS007188,AGT0122,Travel,07-10-2023,06-10-2024,340.49,Monthly,15000,Active,246.03,Medium,470,TRUE,2023-10
POL014580,CUS005036,AGT0153,Auto,14-03-2021,14-03-2022,383.12,Monthly,482000,Active,7126.3,High,537,TRUE,2021-03
POL014581,CUS004890,AGT0080,Health,15-07-2023,14-07-2024,4343.01,Quarterly,76000,Active,2987.27,Medium,536,TRUE,2023-07
POL014582,CUS001680,AGT0128,Life,07-01-2024,06-01-2025,2272.84,Quarterly,710000,Expired,19684.08,Medium,372,TRUE,2024-01
POL014583,CUS004342,AGT0186,Health,17-03-2023,16-03-2024,2034.08,Monthly,53000,Active,673.54,Medium,837,FALSE,2023-03
POL014584,CUS007254,AGT0066,Home,10-07-2022,10-07-2023,3144.55,Monthly,903000,Active,22659.99,Low,524,TRUE,2022-07
POL014585,CUS006884,AGT0056,Auto,02-08-2023,01-08-2024,1982.41,Monthly,172000,Active,5464.39,Medium,356,TRUE,2023-08
POL014586,CUS008982,AGT0091,Life,28-01-2024,27-01-2025,422.76,Annual,1497000,Active,41116.35,Medium,792,TRUE,2024-01
POL014587,CUS003546,AGT0114,Home,09-11-2022,09-11-2023,1324.92,Monthly,595000,Active,25308.07,Medium,350,FALSE,2022-11
POL014588,CUS007413,AGT0036,Auto,30-10-2022,30-10-2023,1773.55,Annual,154000,Active,4084.77,Medium,654,TRUE,2022-10
POL014589,CUS001220,AGT0106,Life,12-10-2020,12-10-2021,1073.21,Quarterly,121000,Active,3400.82,High,497,TRUE,2020-10
POL014590,CUS004855,AGT0062,Auto,08-12-2020,08-12-2021,337.98,Monthly,204000,Expired,6214.68,Low,398,FALSE,2020-12
POL014591,CUS000320,AGT0181,Travel,07-12-2024,07-12-2025,21.41,Quarterly,18000,Active,547.64,Medium,471,TRUE,2024-12
POL014592,CUS005550,AGT0183,Life,20-04-2021,20-04-2022,138.2,Monthly,1849000,Canceled,50806.89,Medium,595,TRUE,2021-04
POL014593,CUS005301,AGT0070,Home,23-02-2021,23-02-2022,1455.19,Annual,992000,Active,25844.91,Low,656,FALSE,2021-02
POL014594,CUS000935,AGT0150,Home,20-12-2024,20-12-2025,5372.21,Monthly,415000,Active,7268.92,High,768,TRUE,2024-12
POL014595,CUS009942,AGT0198,Home,04-10-2023,03-10-2024,536.71,Monthly,861000,Expired,10066.98,Low,810,TRUE,2023-10
POL014596,CUS006454,AGT0109,Life,07-09-2021,07-09-2022,93.2,Monthly,1208000,Expired,49276.33,Medium,472,TRUE,2021-09
POL014597,CUS003057,AGT0054,Health,08-08-2020,08-08-2021,11844.44,Monthly,82000,Active,4077.82,High,833,TRUE,2020-08
POL014598,CUS005179,AGT0151,Health,08-10-2020,08-10-2021,247.94,Monthly,47000,Active,868.16,Medium,581,TRUE,2020-10
POL014599,CUS001272,AGT0121,Life,14-01-2021,14-01-2022,742.03,Monthly,1155000,Active,17556.44,High,341,FALSE,2021-01
POL014600,CUS003664,AGT0168,Auto,03-04-2022,03-04-2023,1670.17,Quarterly,58000,Active,1667.48,High,437,FALSE,2022-04
POL014601,CUS009301,AGT0182,Health,13-05-2021,13-05-2022,3992.23,Monthly,41000,Canceled,563.15,Low,694,FALSE,2021-05
POL014602,CUS001470,AGT0176,Health,05-12-2024,05-12-2025,7810.41,Annual,47000,Active,2166.52,Low,307,TRUE,2024-12
POL014603,CUS001427,AGT0071,Auto,25-03-2023,24-03-2024,104.9,Annual,116000,Active,1301.24,Medium,441,TRUE,2023-03
POL014604,CUS005379,AGT0137,Life,05-03-2022,05-03-2023,924.26,Annual,894000,Active,20722.24,Medium,739,FALSE,2022-03
POL014605,CUS002543,AGT0116,Health,20-04-2023,19-04-2024,5425.66,Monthly,91000,Active,1035.13,Medium,728,TRUE,2023-04
POL014606,CUS003497,AGT0150,Home,02-05-2020,02-05-2021,2355.41,Annual,735000,Active,31292.36,Low,481,TRUE,2020-05
POL014607,CUS000218,AGT0128,Home,08-04-2021,08-04-2022,1193.13,Monthly,995000,Active,38931.15,High,748,TRUE,2021-04
POL014608,CUS003897,AGT0165,Home,25-10-2021,25-10-2022,518.97,Monthly,515000,Active,23701.35,Medium,533,TRUE,2021-10
POL014609,CUS002363,AGT0122,Travel,12-08-2024,12-08-2025,9.45,Monthly,40000,Active,528.38,Low,522,TRUE,2024-08
POL014610,CUS005870,AGT0172,Life,17-08-2021,17-08-2022,458.51,Annual,1952000,Active,75945.83,Medium,548,TRUE,2021-08
POL014611,CUS003478,AGT0023,Auto,11-12-2024,11-12-2025,1778.02,Quarterly,219000,Active,4031.56,High,797,TRUE,2024-12
POL014612,CUS000208,AGT0140,Travel,14-12-2024,14-12-2025,5.75,Monthly,41000,Active,411.62,Low,733,FALSE,2024-12
POL014613,CUS002222,AGT0033,Home,08-04-2021,08-04-2022,3022.15,Monthly,411000,Active,11974.94,Low,555,TRUE,2021-04
POL014614,CUS009172,AGT0184,Travel,10-10-2021,10-10-2022,532.13,Monthly,11000,Active,475.76,Medium,477,TRUE,2021-10
POL014615,CUS005806,AGT0167,Home,29-10-2023,28-10-2024,4546.25,Quarterly,793000,Expired,18397.71,Medium,371,FALSE,2023-10
POL014616,CUS008879,AGT0121,Auto,07-03-2022,07-03-2023,1088.33,Quarterly,121000,Active,5908.83,Low,453,TRUE,2022-03
POL014617,CUS004032,AGT0046,Home,03-08-2020,03-08-2021,101.12,Monthly,332000,Expired,16527.78,Medium,843,TRUE,2020-08
POL014618,CUS000914,AGT0050,Auto,05-03-2020,05-03-2021,1393.16,Monthly,314000,Active,7986.13,Medium,412,TRUE,2020-03
POL014619,CUS005704,AGT0024,Life,28-05-2024,28-05-2025,1066.8,Monthly,331000,Active,6108.15,Medium,707,TRUE,2024-05
POL014620,CUS009966,AGT0035,Home,11-10-2024,11-10-2025,3891.08,Monthly,546000,Expired,21834.05,Medium,674,TRUE,2024-10
POL014621,CUS002338,AGT0167,Life,01-06-2022,01-06-2023,773.89,Quarterly,1283000,Active,47095.04,High,702,TRUE,2022-06
POL014622,CUS006619,AGT0182,Health,24-07-2023,23-07-2024,8963.25,Monthly,67000,Expired,1744.66,Medium,450,FALSE,2023-07
POL014623,CUS007282,AGT0149,Health,20-12-2021,20-12-2022,5268.33,Monthly,100000,Active,2849.09,Low,510,TRUE,2021-12
POL014624,CUS009357,AGT0107,Life,22-10-2023,21-10-2024,1509.19,Annual,1132000,Active,32304.03,Medium,850,FALSE,2023-10
POL014625,CUS003087,AGT0134,Health,14-01-2020,13-01-2021,13072.19,Monthly,37000,Active,1640.9,Medium,798,FALSE,2020-01
POL014626,CUS005067,AGT0034,Auto,10-06-2021,10-06-2022,1143.38,Monthly,206000,Active,5060.83,Medium,678,FALSE,2021-06
POL014627,CUS001681,AGT0189,Auto,14-06-2020,14-06-2021,1918.18,Monthly,249000,Active,5231.5,Low,631,TRUE,2020-06
POL014628,CUS000715,AGT0169,Health,02-12-2022,02-12-2023,8864.48,Quarterly,13000,Active,598.36,Medium,359,TRUE,2022-12
POL014629,CUS004135,AGT0020,Life,16-08-2024,16-08-2025,158.77,Monthly,495000,Active,6941.83,Medium,549,TRUE,2024-08
POL014630,CUS005652,AGT0101,Life,10-01-2022,10-01-2023,877.33,Monthly,1750000,Expired,81379.34,Low,609,TRUE,2022-01
POL014631,CUS002190,AGT0109,Auto,26-04-2021,26-04-2022,303.61,Monthly,466000,Active,20446.36,Medium,416,FALSE,2021-04
POL014632,CUS002415,AGT0193,Travel,05-07-2021,05-07-2022,450.18,Quarterly,43000,Active,1619.13,Low,754,TRUE,2021-07
POL014633,CUS004421,AGT0125,Health,16-11-2023,15-11-2024,9954.92,Monthly,24000,Expired,1053.29,Medium,320,TRUE,2023-11
POL014634,CUS007198,AGT0188,Home,27-09-2022,27-09-2023,1797.65,Quarterly,461000,Active,8988.88,High,415,TRUE,2022-09
POL014635,CUS007563,AGT0097,Health,13-05-2021,13-05-2022,6987.41,Monthly,37000,Active,1131.37,Low,435,TRUE,2021-05
POL014636,CUS005900,AGT0144,Travel,14-03-2023,13-03-2024,246.22,Monthly,35000,Active,590.78,Low,681,FALSE,2023-03
POL014637,CUS003127,AGT0173,Auto,12-12-2022,12-12-2023,2176.1,Monthly,53000,Active,1108.76,Low,700,TRUE,2022-12
POL014638,CUS001405,AGT0164,Travel,08-07-2024,08-07-2025,460,Quarterly,28000,Active,1375.96,Medium,343,TRUE,2024-07
POL014639,CUS006894,AGT0042,Travel,07-07-2023,06-07-2024,243.21,Monthly,25000,Active,898.27,Medium,827,FALSE,2023-07
POL014640,CUS008407,AGT0117,Home,17-05-2022,17-05-2023,5197.61,Monthly,974000,Active,12128.69,Medium,484,FALSE,2022-05
POL014641,CUS003945,AGT0165,Travel,06-11-2020,06-11-2021,559,Annual,15000,Active,446.04,Medium,531,TRUE,2020-11
POL014642,CUS005919,AGT0125,Life,30-11-2021,30-11-2022,983.3,Monthly,1636000,Active,21134.69,High,693,TRUE,2021-11
POL014643,CUS007046,AGT0013,Travel,20-05-2021,20-05-2022,211.4,Quarterly,14000,Active,487.27,Low,578,FALSE,2021-05
POL014644,CUS008256,AGT0063,Health,28-08-2023,27-08-2024,6060.84,Monthly,71000,Active,2908.2,Medium,795,TRUE,2023-08
POL014645,CUS003695,AGT0137,Home,16-05-2022,16-05-2023,3662.85,Quarterly,338000,Active,11617.26,Medium,558,TRUE,2022-05
POL014646,CUS007332,AGT0129,Travel,27-06-2022,27-06-2023,152.99,Monthly,46000,Expired,1782.66,Low,413,TRUE,2022-06
POL014647,CUS008585,AGT0063,Home,19-08-2021,19-08-2022,2952.81,Monthly,954000,Active,46819.74,Medium,482,FALSE,2021-08
POL014648,CUS004393,AGT0078,Travel,14-05-2024,14-05-2025,176.72,Monthly,46000,Active,1167.31,High,366,TRUE,2024-05
POL014649,CUS008668,AGT0185,Life,06-04-2021,06-04-2022,1025.54,Monthly,1941000,Active,61030.5,High,845,TRUE,2021-04
POL014650,CUS000009,AGT0174,Health,06-01-2024,05-01-2025,4371.69,Quarterly,10000,Active,277.07,Medium,693,TRUE,2024-01
POL014651,CUS008481,AGT0046,Auto,15-04-2021,15-04-2022,1917.03,Monthly,365000,Active,9143.13,Medium,612,TRUE,2021-04
POL014652,CUS004382,AGT0035,Auto,01-10-2021,01-10-2022,1642.77,Quarterly,72000,Active,1521.54,Medium,316,TRUE,2021-10
POL014653,CUS003359,AGT0123,Home,14-05-2020,14-05-2021,1318.23,Monthly,346000,Active,9327.61,Medium,515,TRUE,2020-05
POL014654,CUS008595,AGT0009,Auto,07-12-2022,07-12-2023,2463.6,Monthly,481000,Active,22016.05,Medium,387,TRUE,2022-12
POL014655,CUS000045,AGT0147,Auto,25-11-2020,25-11-2021,27.83,Monthly,462000,Expired,20352.59,Low,301,TRUE,2020-11
POL014656,CUS008687,AGT0142,Auto,23-11-2020,23-11-2021,2101.83,Monthly,366000,Active,11742.07,Medium,691,TRUE,2020-11
POL014657,CUS005010,AGT0080,Auto,29-06-2020,29-06-2021,561.81,Monthly,289000,Active,2915.98,Low,712,TRUE,2020-06
POL014658,CUS005594,AGT0169,Life,17-06-2024,17-06-2025,942.62,Monthly,1758000,Active,28074.5,Low,665,TRUE,2024-06
POL014659,CUS002689,AGT0108,Health,13-12-2024,13-12-2025,12631.12,Monthly,84000,Active,1436.24,High,832,FALSE,2024-12
POL014660,CUS007884,AGT0182,Home,08-07-2024,08-07-2025,2067.41,Monthly,817000,Expired,37958.51,Medium,416,FALSE,2024-07
POL014661,CUS005402,AGT0036,Travel,12-08-2024,12-08-2025,94.93,Monthly,22000,Active,574.75,Medium,454,TRUE,2024-08
POL014662,CUS004859,AGT0091,Home,26-06-2020,26-06-2021,331.07,Monthly,778000,Active,24858.34,Low,629,TRUE,2020-06
POL014663,CUS002401,AGT0051,Home,15-09-2024,15-09-2025,5208.92,Quarterly,382000,Expired,15035.48,High,839,TRUE,2024-09
POL014664,CUS006084,AGT0090,Life,07-08-2022,07-08-2023,1264.94,Monthly,227000,Active,5961.17,Medium,692,TRUE,2022-08
POL014665,CUS004016,AGT0054,Travel,10-06-2024,10-06-2025,103.12,Monthly,20000,Active,854.29,Medium,738,TRUE,2024-06
POL014666,CUS009474,AGT0137,Home,22-12-2022,22-12-2023,1607.83,Quarterly,739000,Active,14411.2,Medium,640,TRUE,2022-12
POL014667,CUS001167,AGT0174,Health,09-05-2020,09-05-2021,3225.04,Monthly,91000,Active,2827.26,High,395,TRUE,2020-05
POL014668,CUS000407,AGT0197,Auto,25-07-2023,24-07-2024,1327.93,Monthly,380000,Expired,16775.8,Medium,425,TRUE,2023-07
POL014669,CUS008554,AGT0065,Home,17-12-2020,17-12-2021,102.69,Monthly,303000,Active,7409.65,Low,571,TRUE,2020-12
POL014670,CUS005234,AGT0189,Auto,12-11-2022,12-11-2023,37.97,Annual,421000,Active,16467.91,High,691,TRUE,2022-11
POL014671,CUS009056,AGT0006,Life,03-04-2021,03-04-2022,258.15,Quarterly,1605000,Active,68613.96,Low,724,TRUE,2021-04
POL014672,CUS007726,AGT0084,Home,21-03-2021,21-03-2022,3789.97,Annual,644000,Active,24655.35,Medium,413,FALSE,2021-03
POL014673,CUS007195,AGT0105,Health,11-06-2024,11-06-2025,10876.68,Annual,79000,Active,2352.66,High,357,TRUE,2024-06
POL014674,CUS004839,AGT0149,Health,16-05-2021,16-05-2022,2107.2,Monthly,54000,Expired,1577.33,Low,582,TRUE,2021-05
POL014675,CUS004834,AGT0191,Auto,12-05-2023,11-05-2024,1773.03,Monthly,448000,Expired,20429.44,Medium,532,TRUE,2023-05
POL014676,CUS001734,AGT0151,Life,16-07-2021,16-07-2022,479.42,Monthly,749000,Expired,19720.11,Medium,713,FALSE,2021-07
POL014677,CUS009281,AGT0132,Life,04-05-2020,04-05-2021,646.49,Monthly,1835000,Active,49669.49,Medium,704,TRUE,2020-05
POL014678,CUS002329,AGT0130,Health,11-12-2024,11-12-2025,4479.81,Quarterly,42000,Active,1913.06,Medium,823,TRUE,2024-12
POL014679,CUS003687,AGT0027,Auto,10-08-2020,10-08-2021,1137.13,Quarterly,42000,Active,436.31,Medium,544,FALSE,2020-08
POL014680,CUS006967,AGT0155,Health,26-06-2020,26-06-2021,12003.05,Monthly,79000,Active,1298.39,Low,308,FALSE,2020-06
POL014681,CUS009768,AGT0157,Travel,01-07-2021,01-07-2022,251.77,Monthly,8000,Active,212.27,High,651,FALSE,2021-07
POL014682,CUS005134,AGT0017,Auto,20-05-2024,20-05-2025,752.6,Monthly,455000,Active,9951.71,Medium,384,TRUE,2024-05
POL014683,CUS000361,AGT0183,Auto,28-05-2024,28-05-2025,235.3,Quarterly,90000,Canceled,3585.31,Medium,453,TRUE,2024-05
POL014684,CUS007013,AGT0159,Auto,06-03-2020,06-03-2021,771.63,Monthly,45000,Active,1143.1,Medium,671,FALSE,2020-03
POL014685,CUS009882,AGT0195,Auto,07-10-2023,06-10-2024,1650.41,Monthly,262000,Active,12962.69,High,519,TRUE,2023-10
POL014686,CUS004590,AGT0139,Life,11-12-2023,10-12-2024,315.96,Monthly,1337000,Active,18273.55,Medium,654,TRUE,2023-12
POL014687,CUS007159,AGT0161,Auto,24-08-2021,24-08-2022,492.2,Monthly,253000,Active,5330.37,Medium,591,TRUE,2021-08
POL014688,CUS001748,AGT0182,Auto,06-10-2021,06-10-2022,504.97,Monthly,434000,Active,5599.27,Medium,786,FALSE,2021-10
POL014689,CUS001168,AGT0084,Travel,31-07-2022,31-07-2023,197.82,Quarterly,19000,Active,420.31,Medium,848,TRUE,2022-07
POL014690,CUS000445,AGT0015,Life,19-12-2024,19-12-2025,2255.66,Monthly,676000,Active,10598.79,High,771,TRUE,2024-12
POL014691,CUS001085,AGT0198,Life,15-07-2020,15-07-2021,1957.78,Quarterly,393000,Expired,7879.66,Low,711,TRUE,2020-07
POL014692,CUS000978,AGT0162,Home,14-04-2021,14-04-2022,831.32,Monthly,733000,Expired,36594.28,High,720,TRUE,2021-04
POL014693,CUS004476,AGT0054,Life,20-03-2022,20-03-2023,1052.92,Monthly,56000,Active,1167.87,High,524,TRUE,2022-03
POL014694,CUS001872,AGT0015,Health,13-08-2024,13-08-2025,2625.97,Monthly,41000,Active,785.82,High,713,TRUE,2024-08
POL014695,CUS006936,AGT0052,Health,10-12-2024,10-12-2025,1469.24,Monthly,19000,Active,509.23,Medium,355,FALSE,2024-12
POL014696,CUS009455,AGT0042,Travel,20-02-2020,19-02-2021,137.29,Monthly,25000,Active,434.56,Medium,727,FALSE,2020-02
POL014697,CUS009839,AGT0016,Auto,06-04-2023,05-04-2024,1456.22,Monthly,260000,Active,5941.44,Medium,510,TRUE,2023-04
POL014698,CUS005410,AGT0196,Auto,24-06-2022,24-06-2023,1901.95,Monthly,269000,Active,3879.35,Medium,537,FALSE,2022-06
POL014699,CUS006997,AGT0087,Auto,25-12-2023,24-12-2024,1477.17,Monthly,457000,Active,22537.33,Medium,341,TRUE,2023-12
POL014700,CUS003395,AGT0007,Auto,04-12-2020,04-12-2021,742.84,Monthly,212000,Active,5468.84,Medium,578,TRUE,2020-12
POL014701,CUS005833,AGT0127,Life,12-02-2022,12-02-2023,151.16,Monthly,1772000,Active,40194.1,High,810,TRUE,2022-02
POL014702,CUS003722,AGT0083,Travel,13-03-2020,13-03-2021,230.69,Monthly,42000,Active,1216.36,High,800,FALSE,2020-03
POL014703,CUS000736,AGT0026,Home,29-08-2023,28-08-2024,342.16,Monthly,854000,Active,22353.45,High,389,FALSE,2023-08
POL014704,CUS008786,AGT0197,Auto,03-12-2024,03-12-2025,721.9,Annual,163000,Active,7563.74,Low,800,TRUE,2024-12
POL014705,CUS005625,AGT0146,Life,19-07-2020,19-07-2021,1138.42,Quarterly,779000,Active,25272.31,High,436,TRUE,2020-07
POL014706,CUS004442,AGT0108,Life,02-11-2024,02-11-2025,622.76,Monthly,1461000,Active,67814.19,Low,684,TRUE,2024-11
POL014707,CUS009652,AGT0199,Life,06-01-2023,06-01-2024,169.73,Quarterly,1865000,Active,79906.83,Low,303,TRUE,2023-01
POL014708,CUS004885,AGT0099,Auto,22-07-2020,22-07-2021,394.12,Monthly,374000,Active,14321.01,High,844,TRUE,2020-07
POL014709,CUS008479,AGT0198,Auto,14-06-2021,14-06-2022,1390.69,Monthly,268000,Active,12220.87,Medium,774,TRUE,2021-06
POL014710,CUS009348,AGT0075,Life,03-11-2023,02-11-2024,496.59,Annual,662000,Active,32059.61,Low,474,TRUE,2023-11
POL014711,CUS000850,AGT0136,Life,03-03-2022,03-03-2023,44.55,Monthly,900000,Active,28080.29,Low,643,TRUE,2022-03
POL014712,CUS005398,AGT0187,Auto,29-04-2024,29-04-2025,1222.56,Quarterly,273000,Active,8314.15,Medium,450,FALSE,2024-04
POL014713,CUS009579,AGT0176,Home,11-03-2023,10-03-2024,270.24,Annual,698000,Expired,19205.95,Medium,647,TRUE,2023-03
POL014714,CUS000923,AGT0053,Travel,02-03-2024,02-03-2025,141.65,Monthly,12000,Canceled,439.59,Medium,642,FALSE,2024-03
POL014715,CUS005788,AGT0037,Home,30-04-2022,30-04-2023,6584.74,Quarterly,149000,Active,3268.11,High,484,TRUE,2022-04
POL014716,CUS001607,AGT0047,Travel,31-07-2024,31-07-2025,702.74,Monthly,18000,Active,750.18,Medium,744,FALSE,2024-07
POL014717,CUS007318,AGT0074,Travel,10-02-2024,09-02-2025,393.94,Quarterly,29000,Active,1130.33,Medium,437,FALSE,2024-02
POL014718,CUS009700,AGT0105,Health,17-05-2022,17-05-2023,9141.77,Annual,54000,Active,2690.23,Low,585,TRUE,2022-05
POL014719,CUS006867,AGT0122,Home,28-06-2021,28-06-2022,1059.53,Annual,916000,Active,41386.36,Low,769,TRUE,2021-06
POL014720,CUS002444,AGT0006,Home,04-01-2025,04-01-2026,327.42,Monthly,983000,Active,14941.14,Low,672,TRUE,2025-01
POL014721,CUS002374,AGT0003,Auto,11-12-2022,11-12-2023,2870.14,Annual,366000,Active,10525.6,High,524,TRUE,2022-12
POL014722,CUS004914,AGT0195,Auto,23-11-2022,23-11-2023,1196.88,Monthly,164000,Expired,2379.48,Medium,468,TRUE,2022-11
POL014723,CUS004911,AGT0010,Home,01-11-2022,01-11-2023,1084,Monthly,580000,Canceled,14798.32,Low,750,FALSE,2022-11
POL014724,CUS001753,AGT0147,Auto,21-11-2021,21-11-2022,1496.68,Quarterly,123000,Active,2834.62,Medium,399,TRUE,2021-11
POL014725,CUS009148,AGT0053,Travel,31-01-2021,31-01-2022,229.65,Annual,34000,Active,881.73,Low,605,FALSE,2021-01
POL014726,CUS004843,AGT0123,Travel,21-01-2020,20-01-2021,104.3,Monthly,45000,Active,2001.69,Medium,500,FALSE,2020-01
POL014727,CUS008639,AGT0072,Auto,26-05-2021,26-05-2022,194.63,Quarterly,241000,Active,3636.11,Medium,501,FALSE,2021-05
POL014728,CUS002810,AGT0104,Auto,30-07-2020,30-07-2021,1594.89,Annual,176000,Active,5253.77,Low,677,TRUE,2020-07
POL014729,CUS001251,AGT0063,Travel,11-12-2021,11-12-2022,662.36,Monthly,39000,Active,1491.41,Medium,532,TRUE,2021-12
POL014730,CUS004670,AGT0081,Travel,29-10-2023,28-10-2024,52.36,Quarterly,9000,Active,162.04,Low,679,FALSE,2023-10
POL014731,CUS000042,AGT0157,Travel,31-05-2024,31-05-2025,557.89,Monthly,10000,Active,446.32,Low,361,TRUE,2024-05
POL014732,CUS003496,AGT0159,Life,28-07-2022,28-07-2023,231.5,Monthly,1215000,Active,12226.99,Low,762,TRUE,2022-07
POL014733,CUS008666,AGT0174,Travel,13-10-2020,13-10-2021,103.24,Quarterly,23000,Active,1050.58,Medium,422,FALSE,2020-10
POL014734,CUS008987,AGT0178,Travel,11-06-2021,11-06-2022,601.21,Quarterly,38000,Active,1895.47,Medium,529,TRUE,2021-06
POL014735,CUS006593,AGT0009,Health,05-12-2022,05-12-2023,850.9,Monthly,69000,Active,2024.15,Low,334,TRUE,2022-12
POL014736,CUS008711,AGT0099,Health,04-06-2020,04-06-2021,4651.29,Quarterly,25000,Expired,346.9,Medium,561,TRUE,2020-06
POL014737,CUS006506,AGT0126,Auto,12-12-2024,12-12-2025,680.37,Quarterly,231000,Active,4226.01,Medium,516,FALSE,2024-12
POL014738,CUS007294,AGT0071,Travel,04-08-2022,04-08-2023,481.07,Annual,20000,Active,851.99,Medium,506,TRUE,2022-08
POL014739,CUS007494,AGT0071,Home,06-05-2021,06-05-2022,981.99,Monthly,745000,Active,25094.3,Low,602,TRUE,2021-05
POL014740,CUS001904,AGT0071,Life,26-10-2021,26-10-2022,451.27,Quarterly,1336000,Active,61359.95,Medium,630,FALSE,2021-10
POL014741,CUS000029,AGT0193,Life,11-12-2020,11-12-2021,446.85,Quarterly,1005000,Active,13335.78,Medium,494,TRUE,2020-12
POL014742,CUS003210,AGT0050,Home,20-12-2022,20-12-2023,3661.1,Monthly,993000,Active,21698.2,High,755,TRUE,2022-12
POL014743,CUS007269,AGT0120,Health,14-09-2022,14-09-2023,13259.42,Monthly,43000,Active,577.86,Medium,771,TRUE,2022-09
POL014744,CUS003579,AGT0034,Auto,27-02-2024,26-02-2025,1637.78,Monthly,76000,Expired,1401.18,Medium,807,TRUE,2024-02
POL014745,CUS000586,AGT0088,Travel,07-07-2021,07-07-2022,187.78,Monthly,22000,Active,1082.69,High,301,TRUE,2021-07
POL014746,CUS005373,AGT0002,Life,13-07-2023,12-07-2024,70.86,Quarterly,1775000,Active,50697.7,Medium,357,TRUE,2023-07
POL014747,CUS001354,AGT0127,Travel,02-04-2021,02-04-2022,428.41,Quarterly,20000,Active,517.71,Medium,687,TRUE,2021-04
POL014748,CUS004870,AGT0053,Auto,16-12-2020,16-12-2021,1757.8,Monthly,105000,Active,4900.35,Low,360,TRUE,2020-12
POL014749,CUS002077,AGT0194,Health,25-11-2021,25-11-2022,5774.68,Quarterly,73000,Expired,2500.89,High,518,FALSE,2021-11
POL014750,CUS005291,AGT0172,Auto,15-04-2022,15-04-2023,1228.06,Monthly,378000,Active,6413.45,Low,737,TRUE,2022-04
POL014751,CUS009918,AGT0116,Health,26-03-2022,26-03-2023,6954.55,Quarterly,91000,Active,1463.46,Low,582,TRUE,2022-03
POL014752,CUS008650,AGT0079,Life,20-06-2023,19-06-2024,863.84,Quarterly,1708000,Active,65096.19,Medium,309,FALSE,2023-06
